6.033808,-0.1119246,-9.492839,-0.0098925,-0.007933972,0.00108462,0.44,342.9332,-342.9577,342.8969,-342.9631,-1.965233e-06,-2.155978e-06,-5.859605e-07,-0.2240329,-0.2240489,-0.2240092,-0.2240524,1
5.883077,-0.2512355,-14.08014,-0.01084344,-0.009036063,-2.253169e-05,0.44,343.0175,-342.912,342.8928,-342.9287,-4.02452e-06,-4.667e-06,-7.215308e-08,-0.224088,-0.224019,-0.2240065,-0.22403,1
6.227852,0.06732436,-13.62979,-0.008328836,-0.006301623,0.002519938,0.44,342.9608,-342.8717,343.0659,-342.8525,6.818334e-06,7.100437e-06,5.960543e-07,-0.2240509,-0.2239928,-0.2241196,-0.2239802,1
5.987587,-0.1545401,-13.94356,-0.01056849,-0.008493732,0.0007364108,0.44,342.8445,-343.066,342.7531,-343.0873,-3.975494e-06,-3.691068e-06,1.940148e-06,-0.223975,-0.2241197,-0.2239153,-0.2241336,1
6.215353,0.05578018,-13.64611,-0.008419157,-0.006429253,0.00240215,0.44,343.4182,-342.416,343.5187,-342.3979,1.696333e-05,1.88649e-05,1.331081e-05,-0.2243498,-0.2236951,-0.2244154,-0.2236833,1
5.730734,-0.3917376,-14.279,-0.01288956,-0.01082641,-0.001318333,0.44,342.5509,-343.4408,342.2563,-343.5029,-1.00102e-05,-7.2856e-06,6.248242e-06,-0.2237832,-0.2243645,-0.2235907,-0.2244051,1
5.993351,-0.1494297,-13.93612,-0.00965913,-0.008061185,0.0007018811,0.44,342.7197,-343.1796,342.684,-343.1675,-2.038532e-05,-2.000444e-05,-1.384993e-05,-0.2238935,-0.2241939,-0.2238702,-0.224186,1
6.192924,0.03483097,-13.67552,-0.007724956,-0.006140082,0.002422033,0.44,342.5095,-343.3256,342.6384,-343.2774,-2.269277e-05,-2.873627e-05,-3.146869e-05,-0.2237561,-0.2242893,-0.2238403,-0.2242578,1
6.104081,-0.04732964,-13.79163,-0.008222287,-0.00654452,0.001986556,0.44,343.2468,-342.5987,343.3427,-342.5626,-2.577728e-06,-1.28608e-05,-2.011425e-05,-0.2242378,-0.2238144,-0.2243005,-0.2237908,1
5.979492,-0.1622053,-13.95428,-0.01013171,-0.0079377,0.0009391602,0.44,342.9756,-342.9165,342.9262,-342.9326,1.728788e-06,-6.729374e-06,-1.472933e-05,-0.2240606,-0.224022,-0.2240284,-0.2240325,1
6.105515,-0.04568834,-13.78962,-0.00947406,-0.0071314,0.001811921,0.44,342.8331,-343.0313,342.8451,-343.0414,-1.986778e-06,-6.849711e-06,-1.617042e-05,-0.2239675,-0.224097,-0.2239754,-0.2241036,1
6.515018,0.3326784,-13.25471,-0.006420696,-0.003957105,0.004861909,0.44,343.0464,-342.7047,343.3332,-342.6665,1.193108e-05,9.995081e-06,-1.021419e-05,-0.2241069,-0.2238837,-0.2242942,-0.2238587,1
6.127512,-0.02519399,-13.76078,-0.009847949,-0.007426836,0.00193155,0.44,342.9252,-342.9473,342.9104,-342.968,2.633261e-06,2.45624e-06,-3.669123e-06,-0.2240277,-0.2240421,-0.224018,-0.2240557,1
6.11764,-0.03443534,-13.77373,-0.00943636,-0.007293946,0.001780962,0.44,343.4494,-342.4141,343.4679,-342.4196,1.875143e-05,2.204207e-05,1.159193e-05,-0.2243701,-0.2236938,-0.2243823,-0.2236973,1
6.357847,0.1877672,-13.45982,-0.00859459,-0.006016089,0.003372222,0.44,342.6092,-343.2105,342.7143,-343.2169,1.293967e-05,2.057431e-05,1.033702e-05,-0.2238212,-0.2242141,-0.2238899,-0.2242182,1
5.984127,-0.1576265,-13.948,-0.01090587,-0.008880547,0.000619356,0.44,343.1255,-342.796,343.006,-342.8234,-9.32795e-07,6.883611e-06,1.599992e-05,-0.2241586,-0.2239433,-0.2240805,-0.2239612,1
5.997675,-0.1452931,-13.93039,-0.01009376,-0.008401556,0.000645612,0.44,342.9103,-342.9959,342.8478,-342.9969,-4.573515e-06,1.51349e-06,4.470591e-06,-0.2240179,-0.2240739,-0.2239771,-0.2240745,1
6.272672,0.1087611,-13.57121,-0.007984463,-0.006130582,0.002814576,0.44,342.8446,-342.9809,342.9747,-342.9506,7.278882e-06,1.169501e-05,7.411338e-06,-0.2239751,-0.2240641,-0.2240601,-0.2240443,1
6.210162,0.05115354,-13.6528,-0.009035369,-0.006910224,0.00231458,0.44,343.1767,-342.6745,343.2274,-342.6723,1.292592e-05,1.747007e-05,2.114997e-05,-0.224192,-0.2238639,-0.2242252,-0.2238625,1
6.077736,-0.07113519,-13.82574,-0.01025509,-0.008114059,0.001164278,0.44,342.7701,-343.1259,342.7097,-343.1451,-2.700611e-06,2.312563e-06,1.146555e-05,-0.2239264,-0.2241588,-0.223887,-0.2241714,1
6.102855,-0.04813346,-13.79302,-0.009271585,-0.00749696,0.00146036,0.44,342.9129,-342.9621,342.9249,-342.951,-1.891702e-06,1.374694e-06,7.34926e-06,-0.2240196,-0.2240518,-0.2240275,-0.2240445,1
6.321211,0.1536424,-13.5078,-0.007788675,-0.005785639,0.003120943,0.44,343.0094,-342.8037,343.163,-342.7748,1.172461e-05,1.422643e-05,1.372433e-05,-0.2240827,-0.2239483,-0.2241831,-0.2239294,1
6.136523,-0.01683573,-13.74897,-0.009784957,-0.007585608,0.00167518,0.44,343.0626,-342.8127,343.0498,-342.8259,1.030135e-05,1.37356e-05,2.26442e-05,-0.2241174,-0.2239542,-0.2241091,-0.2239628,1
5.87276,-0.2605794,-14.09351,-0.0115561,-0.009624287,-0.0003896099,0.44,343.1059,-342.8408,342.9281,-342.876,3.316751e-06,7.931289e-06,2.344132e-05,-0.2241458,-0.2239726,-0.2240296,-0.2239955,1
6.449244,0.2720339,-13.34051,-0.007169629,-0.005022903,0.003853656,0.44,342.2898,-343.5003,342.4958,-343.465,-5.02069e-06,-7.387923e-07,3.907047e-07,-0.2236126,-0.2244034,-0.2237472,-0.2243803,1
5.897027,-0.2383593,-14.0619,-0.0105948,-0.009034855,4.518719e-05,0.44,343.0511,-342.8807,342.9353,-342.8839,-1.415624e-05,-1.558056e-05,4.592443e-06,-0.2241099,-0.2239986,-0.2240343,-0.2240007,1
6.149066,-0.00561232,-13.73277,-0.00836064,-0.006656367,0.001855963,0.44,342.7475,-343.1023,342.8307,-343.0704,-1.058587e-05,-1.535037e-05,-1.355467e-05,-0.2239116,-0.2241434,-0.223966,-0.2241226,1
6.220834,0.06073561,-13.63902,-0.00804236,-0.006088521,0.00260867,0.44,343.0293,-342.7971,343.1557,-342.7688,7.627422e-06,1.567502e-06,-1.052757e-06,-0.2240957,-0.223944,-0.2241783,-0.2239255,1
6.115165,-0.03666672,-13.77695,-0.009723343,-0.00737938,0.001679269,0.44,342.9854,-342.8857,342.9789,-342.9009,4.479382e-06,6.754569e-07,4.089909e-06,-0.224067,-0.2240019,-0.2240628,-0.2240118,1
6.154552,-0.0003029773,-13.7255,-0.009286501,-0.007050639,0.001907386,0.44,343.087,-342.7715,343.1163,-342.776,7.056864e-06,6.024934e-06,6.026533e-06,-0.2241334,-0.2239273,-0.2241525,-0.2239302,1
6.06978,-0.07858861,-13.8362,-0.01001323,-0.007861595,0.001256244,0.44,342.9713,-342.9147,342.9353,-342.9297,7.323425e-06,8.383304e-06,1.058946e-05,-0.2240578,-0.2240208,-0.2240343,-0.2240306,1
5.895294,-0.2398095,-14.06411,-0.01124752,-0.009286108,-9.211447e-05,0.44,342.8243,-343.1137,342.6697,-343.1432,-6.369969e-06,-4.689276e-06,5.703719e-06,-0.2239618,-0.2241508,-0.2238608,-0.2241701,1
5.767437,-0.3581385,-14.2312,-0.01143242,-0.009904325,-0.0009820492,0.44,342.8488,-343.1136,342.6581,-343.1304,-1.773351e-05,-1.858665e-05,-6.399989e-06,-0.2239778,-0.2241508,-0.2238532,-0.2241617,1
6.264255,0.1007799,-13.58233,-0.007372529,-0.005660818,0.002836867,0.44,342.6609,-343.1541,342.8306,-343.1053,-9.152776e-06,-1.324338e-05,-1.932662e-05,-0.223855,-0.2241772,-0.2239659,-0.2241453,1
5.924535,-0.213039,-14.02606,-0.01018722,-0.008415133,0.0004873194,0.44,343.206,-342.7029,343.1364,-342.7056,-1.689044e-06,-8.37891e-06,-4.879786e-06,-0.2242111,-0.2238825,-0.2241657,-0.2238842,1
6.037786,-0.1083003,-13.87809,-0.009781781,-0.007670575,0.001154296,0.44,342.6798,-343.205,342.654,-343.212,-9.724313e-06,-1.547276e-05,-1.843088e-05,-0.2238674,-0.2242105,-0.2238505,-0.2242151,1
6.115909,-0.03621719,-13.77609,-0.008818802,-0.006850098,0.001899832,0.44,343.0598,-342.7946,343.1162,-342.7802,-1.148489e-07,-5.713591e-06,-1.27297e-05,-0.2241156,-0.2239424,-0.2241525,-0.223933,1
6.099356,-0.05138312,-13.79765,-0.009430694,-0.007244876,0.001714914,0.44,342.9002,-342.9676,342.9113,-342.9717,-6.693077e-07,-5.078961e-06,-1.162803e-05,-0.2240114,-0.2240554,-0.2240186,-0.2240581,1
6.070333,-0.07820542,-13.83556,-0.00960365,-0.007479985,0.001491407,0.44,342.7565,-343.1214,342.7469,-343.1261,-9.79294e-06,-1.368368e-05,-1.880203e-05,-0.2239175,-0.2241559,-0.2239112,-0.2241589,1
5.949183,-0.1902767,-13.99387,-0.009975364,-0.008157667,0.0006878448,0.44,342.827,-343.0762,342.7716,-343.0761,-1.622072e-05,-2.191719e-05,-2.640415e-05,-0.2239635,-0.2241264,-0.2239273,-0.2241263,1
5.678926,-0.4401064,-14.34695,-0.01152689,-0.009989737,-0.001209722,0.44,342.7754,-343.194,342.5711,-343.2103,-2.624727e-05,-3.522088e-05,-3.697318e-05,-0.2239298,-0.2242033,-0.2237964,-0.224214,1
6.004939,-0.1390082,-13.92119,-0.008726008,-0.007063782,0.001339161,0.44,342.9111,-342.955,342.9582,-342.9265,-1.348021e-05,-2.431611e-05,-4.1935e-05,-0.2240185,-0.2240472,-0.2240493,-0.2240285,1
5.681747,-0.4374922,-14.34329,-0.01163974,-0.009838639,-0.0009743249,0.44,342.9738,-342.989,342.7718,-343.0163,-1.686355e-05,-2.861009e-05,-3.73628e-05,-0.2240594,-0.2240694,-0.2239275,-0.2240872,1
6.526918,0.343437,-13.23932,-0.005557035,-0.003164246,0.00523191,0.4448197,342.7813,-342.9469,343.1338,-342.8888,3.609537e-07,-8.600419e-06,-4.507185e-05,-0.2239337,-0.2240419,-0.224164,-0.2240039,1
6.259925,0.09696649,-13.58795,-0.008309308,-0.005769211,0.003368333,0.4638085,343.5329,-342.2793,343.6618,-342.2767,2.251435e-05,1.720936e-05,-9.09764e-06,-0.2244247,-0.2236058,-0.2245089,-0.2236041,1
6.294117,0.1288793,-13.54312,-0.009216887,-0.00624739,0.003196661,0.4832388,342.9237,-342.9061,342.9885,-342.9325,1.640252e-05,1.939561e-05,-4.881923e-06,-0.2240267,-0.2240152,-0.2240691,-0.2240325,1
5.807093,-0.3212013,-14.17928,-0.01231151,-0.01008219,-0.0004522598,0.5031108,343.0111,-343.1827,342.5526,-343.0045,-7.440717e-06,-1.087157e-06,-4.942944e-06,-0.2240838,-0.2241959,-0.2237843,-0.2240795,1
6.094682,-0.05597773,-13.80407,-0.009134052,-0.005881326,0.001672793,0.5234243,343.0579,-343.1696,342.7293,-342.7941,-8.007251e-06,7.81326e-06,-1.600068e-05,-0.2241144,-0.2241873,-0.2238997,-0.223942,1
5.788851,-0.3389953,-14.20416,-0.01130671,-0.005604577,-0.0004529915,0.5441794,343.1926,-343.1716,342.6077,-342.7791,-1.141296e-05,3.52291e-05,-1.130639e-05,-0.2242024,-0.2241886,-0.2238203,-0.2239322,1
5.832484,-0.2992235,-14.14789,-0.01083612,-0.001984928,-0.0001870539,0.5653761,343.2346,-343.1318,342.6703,-342.7141,-1.113526e-05,9.817528e-05,-1.426977e-05,-0.2242298,-0.2241626,-0.2238612,-0.2238898,1
6.261705,0.09691607,-13.35896,-0.007838201,0.004599155,0.003022706,0.5870144,10,-10,10,-10,1.290919e-06,0.0002064602,-1.279995e-05,0.01182535,0.01182521,0.01201297,0.01212105,1
6.407846,0.2333775,0.339214,-0.006998477,0.007182192,0.004114332,0.6089129,10,-10,10,-10,1.851664e-05,0.0003438915,5.212026e-06,0.02256612,0.02295521,0.02272433,0.02328146,1
6.162631,0.006792435,0.0189102,-0.008712519,0.005240398,0.002301555,0.6300412,10,-10,10,-10,3.586993e-05,0.0004809912,2.83985e-05,0.0275052,0.02816268,0.0278116,0.02852819,1
6.013217,-0.1312683,-0.1762544,-0.009757393,0.004039351,0.001196947,0.6502298,10,-10,10,-10,3.120897e-05,0.0005934956,2.535347e-05,0.02298589,0.02267731,0.0233982,0.02308352,1
5.945644,-0.1937048,-0.2645156,-0.01023061,0.003471115,0.0006973111,0.6694786,10,-10,10,-10,1.799131e-05,0.0006961683,1.564928e-05,0.01629051,0.01604125,0.01676876,0.01647879,1
6.224751,0.0642087,0.1000745,-0.008282291,0.005580937,0.002760373,0.6877875,10,-10,10,-10,2.404219e-05,0.000819533,1.21822e-05,0.009569375,0.009706511,0.009958263,0.01018156,1
5.859892,-0.2729363,-0.3765183,-0.01083204,0.002717963,6.31679e-05,0.7051566,10,-10,10,-10,2.36203e-05,0.0009353489,2.140574e-05,0.002711306,0.00285383,0.003273563,0.003323332,1
6.033407,-0.1125974,-0.149861,-0.009621289,0.004013284,0.001345673,0.7215858,10.0526,-10.04675,10.03739,-10.03189,3.212164e-05,0.001060528,2.333855e-05,-0.004637734,-0.004470226,-0.004128438,-0.003967899,1
5.861742,-0.2712594,-0.4703119,-0.01082098,0.002704652,7.537549e-05,0.7370752,18.46672,-18.71583,17.5506,-17.93759,2.439818e-05,0.001167786,2.211894e-05,-0.01206402,-0.01222676,-0.01146554,-0.01171835,1
6.211777,0.05175676,-0.4992699,-0.007989101,0.01196841,0.002664405,0.7516326,30.54726,-30.10097,30.07052,-29.46476,3.903385e-05,0.001345752,2.409695e-05,-0.01995605,-0.01966449,-0.0196446,-0.01924887,1
5.697923,-0.4234453,-1.660999,-0.01234598,0.01273915,-0.001169853,0.7652966,42.31421,-42.12781,41.59914,-41.7105,3.216238e-05,0.00155762,3.319267e-05,-0.02764321,-0.02752144,-0.02717607,-0.02724882,1
5.81969,-0.3113621,-1.993979,-0.0111456,0.0176749,-0.0003953156,0.7781162,53.57148,-54.23415,53.04879,-53.88342,1.646952e-05,0.001801884,1.413233e-05,-0.03499742,-0.03543033,-0.03465595,-0.0352012,1
6.327165,0.1571166,-1.796594,-0.006808042,0.02494958,0.003573903,0.7901408,64.52136,-64.39811,64.44888,-64.05176,3.315364e-05,0.002107289,1.331009e-05,-0.0421508,-0.04207028,-0.04210345,-0.04184401,1
5.548478,-0.5626608,-3.23661,-0.01309154,0.02075787,-0.002179969,0.8014178,74.50408,-74.70378,73.9266,-74.5216,1.280988e-05,0.002398111,1.346715e-05,-0.04867236,-0.04880282,-0.0482951,-0.0486838,1
